length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
16,subsample_7_v2.csv,lr,10,0.741666667,0.728696453,0.801565482,0.743859649,0.729879741,0.803635349,0.739473684,0.727522936,0.801194983,0.73081571,0.715608043,0.787440239
16,subsample_9_v2.csv,lr,10,0.760964912,0.744491327,0.823956602,0.765789474,0.748587571,0.825500923,0.760964912,0.745208041,0.822389581,0.740785498,0.725527831,0.794319329
16,subsample_5_v2.csv,lr,10,0.751315789,0.73664654,0.814892659,0.755701754,0.741531323,0.816550862,0.749561404,0.735034803,0.813450292,0.731117825,0.717639594,0.789257309
16,subsample_1_v2.csv,lr,10,0.742982456,0.733151184,0.804670668,0.749122807,0.738095238,0.807576562,0.735087719,0.724954463,0.802356494,0.742296073,0.725635252,0.801014047
16,subsample_10_v2.csv,lr,10,0.743421053,0.730786931,0.807365728,0.750877193,0.73630455,0.809195137,0.74122807,0.728610856,0.806442752,0.744410876,0.729366603,0.805865591
16,subsample_3_v2.csv,lr,10,0.749122807,0.735918744,0.812131425,0.752631579,0.736694678,0.814010849,0.748245614,0.735239852,0.810797168,0.732326284,0.719442685,0.790381066
16,subsample_6_v2.csv,lr,10,0.745175439,0.731887402,0.802891659,0.744736842,0.734003656,0.802449985,0.737719298,0.726940639,0.800959911,0.737462236,0.721206288,0.797446902
16,subsample_8_v2.csv,lr,10,0.751754386,0.738929889,0.815161973,0.754824561,0.742988506,0.815599415,0.748245614,0.735239852,0.813632271,0.730513595,0.717005076,0.78852986
16,subsample_4_v2.csv,lr,10,0.746929825,0.733240869,0.807165666,0.752631579,0.740092166,0.807942444,0.744298246,0.731460157,0.805779855,0.728700906,0.715462611,0.791991128
16,subsample_2_v2.csv,lr,10,0.743859649,0.732355637,0.800422053,0.743859649,0.733576642,0.801279624,0.738596491,0.727853881,0.799407895,0.742296073,0.726690163,0.801809951
16,subsample_7_v2.csv,rfc,10,0.754385965,0.749103943,0.810333179,0.760526316,0.760736196,0.811231918,0.753947368,0.752972259,0.80977647,0.740785498,0.745853081,0.793221858
16,subsample_9_v2.csv,rfc,10,0.762280702,0.758467023,0.827254155,0.777192982,0.778552746,0.830558633,0.763596491,0.760124611,0.828309865,0.75407855,0.754227053,0.798682013
16,subsample_5_v2.csv,rfc,10,0.757894737,0.757469244,0.819092798,0.771052632,0.773633998,0.822775469,0.761842105,0.761318681,0.820059634,0.741993958,0.745530393,0.796968994
16,subsample_1_v2.csv,rfc,10,0.76622807,0.770752688,0.819424823,0.768421053,0.77377892,0.818541474,0.755263158,0.757391304,0.814858033,0.748338369,0.745804089,0.806134847
16,subsample_10_v2.csv,rfc,10,0.757894737,0.758951965,0.809424054,0.763157895,0.768041237,0.814743383,0.745175439,0.748157781,0.811143044,0.759818731,0.761762062,0.811121841
16,subsample_3_v2.csv,rfc,10,0.75877193,0.759825328,0.808931979,0.768859649,0.769768458,0.817469221,0.757894737,0.758106924,0.810361265,0.748942598,0.752162243,0.795853999
16,subsample_6_v2.csv,rfc,10,0.759210526,0.765484836,0.811113804,0.759649123,0.765410959,0.81102647,0.748684211,0.750326797,0.808570329,0.751661631,0.751210654,0.803441371
